model,left,right,metric,delta,ci95_low,ci95_high,valid_repetitions
qwen2_5_vl_7b,b1_F5,F0,AUROC,-0.02867705941079557,-0.053631824467023345,-0.004847916567404977,10000
qwen2_5_vl_7b,b1_F5,F0,HALL_AUPR,-0.027730740818470767,-0.09169304722901775,0.03038974455450386,10000
qwen2_5_vl_7b,b1_F5,source_raw,AUROC,-0.009287383246256664,-0.0344137917324635,0.01589847831013229,10000
qwen2_5_vl_7b,b1_F5,source_raw,HALL_AUPR,0.033834434419970416,-0.02605789310271038,0.0898452731775092,10000
qwen2_5_vl_7b,b1_F5,source_log1p,AUROC,-0.010096413339118815,-0.03285215876455368,0.012663493341228769,10000
qwen2_5_vl_7b,b1_F5,source_log1p,HALL_AUPR,0.03404132762268258,-0.021748119257017976,0.08789364038908874,10000
qwen2_5_vl_7b,b1_F5,length,AUROC,0.12268741452561804,0.07984848078620982,0.16686302757047722,10000
qwen2_5_vl_7b,b1_F5,length,HALL_AUPR,0.2427821167795464,0.16389936294003274,0.31754024266622094,10000
qwen2_5_vl_7b,b1_F6,F0,AUROC,-0.018912842294399823,-0.041588734027102996,0.0036191620192289756,10000
qwen2_5_vl_7b,b1_F6,F0,HALL_AUPR,-0.030136273480990905,-0.08737174339070798,0.02395911998249869,10000
qwen2_5_vl_7b,b1_F6,source_raw,AUROC,0.00047683387013908174,-0.025849318348929912,0.025698085884149013,10000
qwen2_5_vl_7b,b1_F6,source_raw,HALL_AUPR,0.03142890175745028,-0.029109173583038276,0.09205505193247904,10000
qwen2_5_vl_7b,b1_F6,source_log1p,AUROC,-0.00033219622272306903,-0.024679567992511295,0.023055209999573553,10000
qwen2_5_vl_7b,b1_F6,source_log1p,HALL_AUPR,0.031635794960162444,-0.026773367508393375,0.09020463786324541,10000
qwen2_5_vl_7b,b1_F6,length,AUROC,0.1324516316420138,0.08869341454609962,0.17567409703399675,10000
qwen2_5_vl_7b,b1_F6,length,HALL_AUPR,0.24037658411702625,0.16273029614740012,0.31597412163354255,10000
qwen2_5_vl_7b,b2_F5,F0,AUROC,-0.00637052402337257,-0.030957801143701506,0.017795987984732954,10000
qwen2_5_vl_7b,b2_F5,F0,HALL_AUPR,-0.0002329571169503719,-0.06273744465139078,0.06172675004241401,10000
qwen2_5_vl_7b,b2_F5,source_raw,AUROC,0.013019152141166335,-0.011646867892931309,0.038773603574812555,10000
qwen2_5_vl_7b,b2_F5,source_raw,HALL_AUPR,0.06133221812149081,-0.0031509201252455207,0.1293519662675189,10000
qwen2_5_vl_7b,b2_F5,source_log1p,AUROC,0.012210122048304184,-0.010698085599021946,0.03485099486565024,10000
qwen2_5_vl_7b,b2_F5,source_log1p,HALL_AUPR,0.06153911132420298,-0.0017260804563154054,0.1267761553304588,10000
qwen2_5_vl_7b,b2_F5,length,AUROC,0.14499394991304104,0.1039378671735075,0.1863620105101484,10000
qwen2_5_vl_7b,b2_F5,length,HALL_AUPR,0.27027990048106676,0.19142813295082473,0.3483147882255604,10000
qwen2_5_vl_7b,b2_F6,F0,AUROC,0.0015510329832632008,-0.022655464636082565,0.024118887736939362,10000
qwen2_5_vl_7b,b2_F6,F0,HALL_AUPR,0.029780259035302625,-0.030196554490416024,0.08437304102865072,10000
qwen2_5_vl_7b,b2_F6,source_raw,AUROC,0.020940709147802106,-0.004709960547108662,0.045687192430438506,10000
qwen2_5_vl_7b,b2_F6,source_raw,HALL_AUPR,0.09134543427374381,0.024146403470334123,0.15540331210971992,10000
qwen2_5_vl_7b,b2_F6,source_log1p,AUROC,0.020131679054939955,-0.0024777280323269838,0.0422751536863345,10000
qwen2_5_vl_7b,b2_F6,source_log1p,HALL_AUPR,0.09155232747645597,0.026390046442571414,0.15339019720392813,10000
qwen2_5_vl_7b,b2_F6,length,AUROC,0.1529155069196768,0.11215605008681954,0.19431266876985798,10000
qwen2_5_vl_7b,b2_F6,length,HALL_AUPR,0.3002931166333198,0.2203328594019615,0.3758016323297995,10000
qwen2_5_vl_7b,b1_F3_raw,b2_F3_raw,AUROC,-0.002645810623458811,-0.02062086843062653,0.015418361026136515,10000
qwen2_5_vl_7b,b1_F3_raw,b2_F3_raw,HALL_AUPR,0.004863427843829371,-0.04168979240378532,0.04900002905664187,10000
qwen2_5_vl_7b,b1_F3_log1p,b2_F3_log1p,AUROC,-0.01366884563870463,-0.02657738733144973,-0.0002373751161804057,10000
qwen2_5_vl_7b,b1_F3_log1p,b2_F3_log1p,HALL_AUPR,-0.033091422013236116,-0.07007777889114052,0.0011559778550231333,10000
qwen2_5_vl_7b,b1_F4,b2_F4,AUROC,-0.021346400110065722,-0.044150542781933984,0.0008148382029398037,10000
qwen2_5_vl_7b,b1_F4,b2_F4,HALL_AUPR,-0.021221163565154688,-0.0696652720868948,0.025521296491224758,10000
qwen2_5_vl_7b,b1_F5,b2_F5,AUROC,-0.022306535387423,-0.03696961845606861,-0.008229886909487791,10000
qwen2_5_vl_7b,b1_F5,b2_F5,HALL_AUPR,-0.027497783701520395,-0.06821503232976556,0.007170022102624426,10000
qwen2_5_vl_7b,b1_F6,b2_F6,AUROC,-0.020463875277663024,-0.03493293725331345,-0.006032541050334919,10000
qwen2_5_vl_7b,b1_F6,b2_F6,HALL_AUPR,-0.05991653251629353,-0.0892047468732011,-0.028553735265293177,10000
