model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
qwen2_5_vl_7b,all,b1_attention_residual_kappa,1,95,95,-0.019404273430402,-0.022314668370645552,0.4631578947368421
qwen2_5_vl_7b,all,b1_attention_residual_kappa,2,95,95,-0.007392601775740176,-0.01863281433317223,0.28421052631578947
qwen2_5_vl_7b,all,b1_attention_residual_kappa,3,95,95,-6.0966676712017435e-05,-0.0012243907688349875,0.4842105263157895
qwen2_5_vl_7b,all,b1_attention_residual_kappa,4,95,95,0.0015327881837292623,0.00028938197853461967,0.5157894736842106
qwen2_5_vl_7b,all,b1_attention_residual_kappa,5,95,95,-0.012802661401796579,-0.008857972800823816,0.42105263157894735
qwen2_5_vl_7b,all,b1_attention_residual_kappa,6,95,95,0.00436327025759741,0.0034403662688857334,0.5368421052631579
qwen2_5_vl_7b,all,b1_attention_residual_kappa,7,95,95,0.0024549590903604145,0.0005416339413602117,0.5052631578947369
qwen2_5_vl_7b,all,b1_attention_residual_kappa,8,95,95,-0.010884595027721641,-0.013161661398961966,0.4421052631578947
qwen2_5_vl_7b,all,b1_attention_residual_kappa,9,95,95,0.0074119825168336585,-5.9389527660075325e-05,0.49473684210526314
qwen2_5_vl_7b,all,b1_attention_residual_kappa,10,95,95,-0.004435958700298741,-0.005762972030511487,0.3684210526315789
qwen2_5_vl_7b,all,b1_attention_residual_kappa,11,95,95,-0.0033186635588450418,-0.001995343116036191,0.45263157894736844
qwen2_5_vl_7b,all,b1_attention_residual_kappa,12,95,95,0.0001754808619216267,-0.0006684417848479146,0.4842105263157895
qwen2_5_vl_7b,all,b1_attention_residual_kappa,13,95,95,0.008349908124466216,0.0077171699209633154,0.6736842105263158
qwen2_5_vl_7b,all,b1_attention_residual_kappa,14,95,95,0.0009869344903767731,8.200332207160266e-05,0.5157894736842106
qwen2_5_vl_7b,all,b1_attention_residual_kappa,15,95,95,0.003095828110441327,0.0033591614387031843,0.5578947368421052
qwen2_5_vl_7b,all,b1_attention_residual_kappa,16,95,95,0.007880351218147244,0.007660162565742687,0.6842105263157895
qwen2_5_vl_7b,all,b1_attention_residual_kappa,17,95,95,0.002400037909939538,-0.002889441727155176,0.45263157894736844
qwen2_5_vl_7b,all,b1_attention_residual_kappa,18,95,95,0.002065982908747957,3.29481556372857e-05,0.5052631578947369
qwen2_5_vl_7b,all,b1_attention_residual_kappa,19,95,95,0.0062744376157614044,0.003025621762272057,0.5789473684210527
qwen2_5_vl_7b,all,b1_attention_residual_kappa,20,95,95,-0.005081707414360444,-0.00481705542609559,0.3368421052631579
qwen2_5_vl_7b,all,b1_attention_residual_kappa,21,95,95,-0.00972751493531185,-0.01499769085496036,0.3263157894736842
qwen2_5_vl_7b,all,b1_attention_residual_kappa,22,95,95,-0.008690137811927396,-0.013132289127502736,0.3368421052631579
qwen2_5_vl_7b,all,b1_attention_residual_kappa,23,95,95,0.008319804639179149,0.010041280598996755,0.6210526315789474
qwen2_5_vl_7b,all,b1_attention_residual_kappa,24,95,95,0.008032267662840886,0.00988751949350225,0.5578947368421052
qwen2_5_vl_7b,all,b1_attention_residual_kappa,25,95,95,-0.024082643954519263,-0.030348962882856212,0.3263157894736842
